id,type,platform,hurricane,days_from_landfall,source,author,created_date,text
phi_deb_Aug4_3,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,Tropical Storm Debby may produce a few tornadoes across the Peninsula with some of the feeder bands that move through. The SPC has us in a level 2 out of 5 risk.
phi_deb_Aug4_4,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"Outer bands of Debby now moving into our area. Winds could easily gust over 40 mph as these stronger bands move onshore. We're watching for isolated tornadoes today as well, and there's already a tornado warning in Collier Co down to our south. We'll keep you posted all day."
phi_deb_Aug4_5,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"FLOOD RISK | These numbers change with every update, but this gives us a general idea of the 4-8"" rain forecast we have moving forward, with a few spots seeing a bit more or a bit less. With a tropical system, it's all about the bands and where they set up. Heaviest totals will be in our coastal counties, with lowest totals inland."
phi_deb_Aug4_6,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,DEBBY 8 AM | Winds are up to 60 mph. Next track update is at 11 a.m. but I don't expect any changes. Steady movement north just offshore will keep the core of Debby in the Gulf. Updates right now LIVE on ABC Action News.
phi_deb_Aug4_7,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_8,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_9,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_10,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_11,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of DeSoto, Hardee, Manatee until Aug 04 9:15AM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_12,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"While Debby is starting to get ""that look"", the tropics are coming to life elsewhere. It was only a matter of time."
phi_deb_Aug4_13,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_14,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_15,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_16,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of DeSoto, Hardee until Aug 04 10:45AM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_17,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"Great view of how bands set up. You can see them here. Very heavy downpours spin through, then a break. Then the next band moves in. This will be around (especially WEST of I-75) all day."
phi_deb_Aug4_18,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_19,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_20,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Manatee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_21,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_22,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of DeSoto, Hardee, Manatee until Aug 04 11:15AM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_23,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Watch is in effect for our area. Please stay tuned to your ABC Action News station for the latest update.
phi_deb_Aug4_24,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"JUST IN | The track for Debby remains on course. Winds are up to 65 mph. NEW this hour... the storm surge WARNING is now in effect from Longboat Key north, including Tampa Bay. The NHC has upped the forecast in these areas from a 2-4' surge, to a 3-5' surge."
phi_deb_Aug4_25,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_26,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_27,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of Charlotte, DeSoto until Aug 04 11:30AM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_28,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"NEW | As expected, a Tornado Watch is now in effect until 8 pm. We've already had several tornado warnings inland. This will continue as conditions are favorable for more to develop in the outer bands of Debby."
phi_deb_Aug4_29,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_30,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_31,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_32,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of Hardee, Hillsborough, Manatee, Polk until Aug 04 11:45AM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_33,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of DeSoto, Hardee until Aug 04 12:00PM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_34,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_35,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of DeSoto County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_36,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_37,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Hardee County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_38,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for parts of Polk County. Download the ABC Action News App for the latest information.
phi_deb_Aug4_39,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,A Tornado Warning has been issued for our area. Stay tuned for further updates on your ABC Action News Station.
phi_deb_Aug4_40,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"A Tornado Warning has been issued for parts of Hardee, Polk until Aug 04 12:30PM. Download the ABC Action News App for the latest weather information."
phi_deb_Aug4_41,post,facebook,Debby,-1,phillips,Denis Phillips,2024-08-04,"Afternoon update:
 1. Lots of folks just got a Storm Surge Warning alert. High tides will rise through the afternoon. A surge between 2 and 4 feet seems reasonable in some spots at high tide. 
2. No changes to track. Rain bands will move through the area all day and night. Again, inland gets much less. Total amounts along the coast will be in the 4 to 8 inch range. 
3. Tornado threat with outer bands will continue this afternoon and evening. 
4. As for landfall, the Big Bend area will see Debby move onshore around 8am Monday morning. Winds will be in the 90 mph range. Not as strong as Idalia, but definitely packing a punch. I expect Tallahassee to see winds around 65 mph. 
5. Folks with kids at FSU and FAMU, expect power outages on Monday. With winds of 65-75 mph, there will be trees down in some spots, but the worst will be to the East.
6. Our weather will begin improving on Monday. We'll be on tv all day and updating online as well."
